	NCBI_GENE_ID	function	Protein IDs	strain	transcription	muts
16479	ynaK	DNA modification methylase		4	3.1666666666666696	1
16480	ynbA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)		4	2.95	0
16481	ynbB	Phosphatidate cytidylyltransferase (EC 2.7.7.41)		4	3.1666666666666696	0
16482	ynbC	Putative lipase in cluster with Phosphatidate cytidylyltransferase		4	3.52054794520548	0
16483	ynbD	Ser/Thr and Tyr protein phosphatase (dual specificity)		4	3.52631578947368	0
16484	ynbE	Uncharacterized protein ynbE; probable lipoprotein STY1424		4	1.6666666666666698	0
16485	yncB	Putative oxidoreductase YncB		4	1.6086956521739098	0
16486	yncC	Transcriptional regulator, GntR family		4	0.877394636015326	0
16487	yncD	Probable tonB-dependent receptor yncD precursor		4	3.4833333333333303	0
16488	yncE	FIG00638561: hypothetical protein	sp|P76116|YNCE_ECOLI	4	11.3131578947368	0
16489	yncG	Uncharacterized GST-like protein yncG		4	2.4210526315789505	0
16490	yncH	FIG00641231: hypothetical protein		4	2.15384615384615	0
16491	yncI	Mobile element protein		4	1.72666666666667	0
16492	yncJ	FIG00639831: hypothetical protein		4	2.4210526315789505	0
16493	yncK	Mobile element protein		4	4.4	0
16494	yncK	Mobile element protein		4	3.6666666666666696	0
16495	yneE	FIG00638206: hypothetical protein		4	3.8238341968911898	0
16496	yneF	FIG00638480: hypothetical protein		4	2.07407407407407	0
16497	yneG	FIG00637950: hypothetical protein		4	3.7037037037037	0
16498	yneH	Glutaminase (EC 3.5.1.2)		4	4.15340909090909	0
16499	yneI	Succinate-semialdehyde dehydrogenase [NAD] (EC 1.2.1.24); Succinate-semialdehyde dehydrogenase [NAD(P)+] (EC 1.2.1.16)		4	2.93427230046948	0
16500	yneJ	LysR family transcriptional regulator YneJ		4	2.97590361445783	0
16501	yneK	FIG00638496: hypothetical protein		4	2.3882352941176497	0
16502	ynfA	Protein of unknown function UPF0060		4	2.59375	0
16503	ynfB	putative secreted protein		4	2.23019801980198	0
16504	ynfC	Hypothetical UPF0257 lipoprotein ynfC precursor		4	1.3671875	0
16505	ynfD	FIG00639146: hypothetical protein		4	2.1052631578947403	0
16506	ynfE	Anaerobic dimethyl sulfoxide reductase chain A (EC 1.8.99.-)		4	0.290644171779141	0
16507	ynfF	Anaerobic dimethyl sulfoxide reductase chain A (EC 1.8.99.-)		4	0.27333333333333304	0
16508	ynfG	Anaerobic dimethyl sulfoxide reductase chain B (EC 1.8.99.-)		4	1.18018018018018	0
16509	ynfH	Anaerobic dimethyl sulfoxide reductase chain C (EC 1.8.5.3)		4	1.04144385026738	0
16510	ynfK	Dethiobiotin synthetase (EC 6.3.3.3)		4	0.477351916376307	0
16511	ynfL	LysR family transcriptional regulator YnfL		4	4.02	1
16512	ynfO	DNA-damage-inducible protein I		4	2.04347826086956	0
16513	ynhG	L,D-transpeptidase YnhG	sp|P76193|YNHG_ECOLI	4	0.8868894601542421	0
16514	yniA	Ribulosamine/erythrulosamine 3-kinase potentially involved in protein deglycation		4	0.159952134024731	0
16515	yniB	Putative membrane protein		4	1.50718685831622	0
16516	yniC	2-deoxyglucose-6-phosphate hydrolase YniC	sp|P77247|YNIC_ECOLI	4	2.08715596330275	0
16517	yniD	hypothetical protein		4	1.25	0
16518	ynjA	FIG00922551: hypothetical protein		4	1.22105263157895	0
16519	ynjB	ABC transporter, periplasmic substrate-binding protein YnjB	sp|P76223|YNJB_ECOLI	4	1.41203703703704	0
16520	ynjC	ABC transporter, permease protein YnjC		4	1.94366197183099	0
16521	ynjD	ABC transporter, ATP-binding protein YnjD		4	1.91139240506329	0
16522	ynjE	Putative thiosulfate sulfurtransferase ynjE (EC 2.8.1.1)		4	0.504708097928437	0
16523	ynjF	Putative phosphatidylglycerophosphate synthase		4	1.80555555555556	0
16524	ynjH	FIG00638396: hypothetical protein		4	1.3125	0
16525	ynjI	FIG00638567: hypothetical protein		4	1.42009132420091	0
16526	yoaA	DinG family ATP-dependent helicase YoaA		4	3.06211180124224	0
16527	yoaB	RidA/YER057c/UK114 superfamily, group 2, YoaB-like protein	sp|P0AEB7|YOAB_ECOLI	4	2.62323390894819	0
16528	yoaC	FIG00639292: hypothetical protein		4	1.16687578419072	0
16529	yoaD	Rtn protein		4	2.5473684210526297	0
16530	yoaE	Magnesium and cobalt efflux protein CorC	sp|P0AEC0|YOAE_ECOLI	4	1.9277566539924	0
16531	yoaF	FIG00638802: hypothetical protein		4	1.6533333333333302	0
16532	yoaG	FIG074102: hypothetical protein		4	2.05263157894737	0
16533	yoaH	FIG00638134: hypothetical protein		4	1.27518796992481	0
16534	yobA	Copper resistance protein CopC	sp|P0AA57|YOBA_ECOLI	4	3.73979591836735	0
16535	yobB	Putative amidohydrolase		4	3.2625	0
16536	yobD	FIG00510464: hypothetical protein		4	0.7692307692307689	0
16537	yobF	hypothetical protein		4	0.30368258163229805	0
16538	yodA	Candidate zinc-binding lipoprotein ZinT		4	1.02040816326531	0
16539	yodB	Cytochrome b561 homolog 1		4	1.7594339622641495	0
16540	yodC	FIG00638072: hypothetical protein		4	1.8367346938775504	0
16541	yodD	putative cytoplasmic protein	sp|P64519|YODD_ECOLI	4	0.239860950173812	0
16542	yoeB	YoeB toxin protein		4	2.55555555555556	0
16543	yoeE	Colicin I receptor precursor		4	1.53246753246753	0
16544	yohC	Putative membrane protein		4	2.18918918918919	0
16545	yohD	DedA family inner membrane protein YohD		4	1.2755102040816295	0
16546	yohF	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)		4	2.05050505050505	0
16547	yohH	RND efflux system, outer membrane lipoprotein, NodT family		4	11.5	0
16548	yohJ	Antiholin-like protein LrgA		4	1.18840579710145	0
16549	yohK	LrgA-associated membrane protein LrgB		4	0.678082191780822	0
16550	yohL	Uncharacterized protein YohL		4	2.84415584415584	0
16551	yohM	Nickel/cobalt efflux transporter RcnA		4	2.0104166666666696	0
16552	yohN	Uncharacterized protein YohN precursor		4	1.10294117647059	0
16553	yojI	Type I secretion system ATPase, LssB family LapB		4	6.0632183908045985	1
16554	yojL	Thiamin biosynthesis lipoprotein ApbE		4	1.96629213483146	0
16555	ypaA	Uncharacterized protein YfaD		4	2.58823529411765	0
16556	ypdA	Autolysis histidine kinase LytS		4	1.81308411214953	0
16557	ypdB	Hypothetical response regulatory protein ypdB		4	1.13452914798206	0
16558	ypdC	Putative HTH-type transcriptional regulator ypdC		4	1.66417910447761	0
16559	ypdD	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)		4	2.54494382022472	0
16560	ypdE	Nondeblocking aminopeptidase YpdE (X-X-[^PR]- specific)		4	2.7058823529411806	1
16561	ypdF	Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)		4	2.28205128205128	0
16562	ypdG	PTS system, fructose-specific IIBC component (EC 2.7.1.69)		4	2.23880597014925	0
16563	ypdH	PTS system nitrogen-specific IIA component, PtsN		4	1.52380952380952	0
16564	ypeA	Acetyltransferase YpeA		4	2.2239583333333304	0
16565	ypeB	FIG074102: hypothetical protein		4	1.28205128205128	0
16566	ypeC	FIG00639029: hypothetical protein		4	7.26666666666667	0
16567	ypfE	Ethanolamine utilization polyhedral-body-like protein EutS		4	1.11111111111111	0
16568	ypfG	FIG01200701: possible membrane protein		4	5.029850746268661	0
16569	ypfH	Phospholipase/carboxylesterase family protein (EC 3.1.-.-)		4	1.60267857142857	0
16570	ypfI	Predicted P-loop ATPase fused to an acetyltransferase COG1444		4	1.86734693877551	1
16571	ypfJ	YpfJ protein, zinc metalloprotease superfamily	sp|P64429|YPFJ_ECOLI	4	1.36559139784946	1
16572	ypfN	Putative inner membrane protein		4	0.8401826484018271	0
16573	yphA	Inner membrane protein YphA		4	1.37313432835821	0
16574	yphB	Aldose 1-epimerase family protein YphB		4	3.01923076923077	0
16575	yphC	Hypothetical zinc-type alcohol dehydrogenase-like protein YphC		4	2.21875	0
16576	yphD	Predicted sugar ABC transport system, permease protein YphD		4	2.83870967741935	0
16577	yphE	Predicted sugar ABC transport system, ATP-binding protein YphE		4	1.91304347826087	0
16578	yphF	Predicted sugar ABC transport system, periplasmic binding protein YphF precursor		4	2.39655172413793	0
16579	yphG	Uncharacterized protein YphG, TPR-domain containing		4	2.13425925925926	1
16580	yphH	Putative NAGC-like transcriptional regulator		4	1.92079207920792	0
16581	ypjA	Pertactin precursor		4	2.0253456221198203	1
16582	ypjB	hypothetical protein		4	2.2452830188679203	0
16583	ypjC	hypothetical protein		4	1.72727272727273	0
16584	ypjD	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)		4	2.01532567049808	0
16585	ypjF	YpjF toxin protein		4	1.8695652173913	0
16586	ypjK	predicted inner membrane protein		4	1.0	0
16587	yqaA	Putative membrane protein		4	1.82938388625592	0
16588	yqaB	Putative phosphatase YqaB	sp|P77475|YQAB_ECOLI	4	1.6700251889168798	0
16589	yqaD	Alpha-amylase (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase) (GLYCOGENASE)		4	1.65714285714286	0
16590	yqaE	FIG00638334: hypothetical protein		4	0.8992805755395681	0
16591	yqcA	Hypothetical flavoprotein YqcA (clustered with tRNA pseudouridine synthase C)	sp|P65367|YQCA_ECOLI	4	1.0177304964539	0
16592	yqcB	tRNA pseudouridine synthase C (EC 4.2.1.70)		4	3.2083333333333304	0
16593	yqcC	Hypothetical protein YqcC (clustered with tRNA pseudouridine synthase C)	sp|Q46919|YQCC_ECOLI	4	4.92307692307692	0
16594	yqcD	NADPH dependent preQ0 reductase (EC 1.7.1.13)		4	1.98853211009174	1
16595	yqcE	Inner membrane protein YqcE		4	2.10869565217391	1
16596	yqeA	Carbamate kinase-like protein YqeA		4	1.97413793103448	0
16597	yqeB	Selenium-dependent molybdenum hydroxylase system protein YqeB		4	0.7887931034482759	0
16598	yqeC	Accessory protein YqeC in selenium-dependent molybdenum hydroxylase maturation		4	0.17227979274611402	0
16599	yqeF	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)		4	0.681047765793529	0
16600	yqeG	Serine transporter		4	2.07277628032345	0
16601	yqeH	Uncharacterized protein YqeH		4	1.33812949640288	0
16602	yqeI	Putative sensory transducer		4	2.016	0
16603	yqeJ	YqeJ protein		4	2.06	0
16604	yqfA	COG1272: Predicted membrane protein hemolysin III homolog		4	1.54037267080745	0
16605	yqfB	RNA-binding domain protein	sp|P67603|YQFB_ECOLI;sp|C5A0H2|YQFB_ECOBW;sp|B1XEI7|YQFB_ECODH	4	0.8305439330543929	0
16606	yqfE	FIG00639909: hypothetical protein		4	1.60526315789474	0
16607	yqgA	Putative inner membrane protein YqgA		4	0.653521126760563	0
16608	yqgB	hypothetical protein		4	0.838983050847458	0
16609	yqgE	UPF0301 protein YqgE	sp|P0A8W5|YQGE_ECOLI;sp|C5A0L7|YQGE_ECOBW;sp|B1XFA8|YQGE_ECODH	4	1.74358974358974	0
16610	yqgF	Putative Holliday junction resolvase YggF		4	1.62758620689655	0
16611	yqhA	Putative membrane protein	sp|P67244|YQHA_ECOLI;sp|C4ZQS4|YQHA_ECOBW;sp|B1XFF6|YQHA_ECODH	4	1.84966698382493	1
16612	yqhC	Transcriptional regulator, AraC family		4	2.77049180327869	0
16613	yqhD	NADPH-dependent broad range aldehyde dehydrogenase YqhD	sp|Q46856|YQHD_ECOLI	4	1.91505791505792	0
16614	yqhG	Uncharacterized protein yqhG precursor		4	1.6412213740458	0
16615	yqhH	FIG00638009: hypothetical protein		4	1.75862068965517	1
16616	yqiA	Putative esterase, FIGfam005057		4	1.22576177285319	0
16617	yqiB	FIG074102: hypothetical protein		4	1.01262626262626	0
16618	yqiC	FIG01200701: hypothetical protein	sp|Q46868|YQIC_ECOLI	4	1.19175257731959	0
16619	yqiG	Uncharacterized outer membrane usher protein yqiG precursor		4	2.61194029850746	0
16620	yqiH	Hypothetical fimbrial chaperone yqiH		4	2.06349206349206	0
16621	yqiI	FIG00639456: hypothetical protein		4	1.93989071038251	0
16622	yqiJ	FIG00637968: hypothetical protein		4	0.529230769230769	0
16623	yqiK	Inner membrane protein YqiK		4	2.12621359223301	0
16624	yqjA	DedA family inner membrane protein YqjA		4	2.0734693877551003	0
16625	yqjB	Uncharacterized protein YqjB		4	1.63821138211382	0
16626	yqjC	Periplasmic protein YqjC	sp|P42616|YQJC_ECOLI	4	0.5370666666666671	0
16627	yqjD	Uncharacterized membrane protein YqjD	sp|P64581|YQJD_ECOLI	4	1.28054298642534	0
16628	yqjE	Inner membrane protein YqjE		4	1.7116279069767402	0
16629	yqjG	Glutathione S-transferase, omega (EC 2.5.1.18)	sp|P42620|YQJG_ECOLI	4	1.26523297491039	1
16630	yqjH	iron-chelator utilization protein	sp|Q46871|YQJH_ECOLI	4	7.80555555555556	0
16631	yqjI	Transcriptional regulator, PadR family	sp|P64588|YQJI_ECOLI	4	2.33170731707317	0
16632	yqjK	Inner membrane protein YqjK		4	0.564356435643564	0
16633	yraH	Putative fimbrial-like protein		4	1.84782608695652	0
16634	yraI	Chaperone protein fimC precursor		4	2.1111111111111103	0
16635	yraJ	type 1 fimbriae anchoring protein FimD		4	1.50628366247756	0
16636	yraK	FIG085450: fimbrial protein		4	1.90322580645161	0
16637	yraL	rRNA small subunit methyltransferase I		4	2.91304347826087	0
16638	yraM	LppC putative lipoprotein		4	1.89779874213836	0
16639	yraN	Endonuclease (EC 3.1.-.-)		4	2.62790697674419	0
16640	yraO	Phosphoheptose isomerase (EC 5.3.1.-)		4	1.6128342245989298	0
16641	yraP	21 kDa hemolysin precursor	sp|P64596|YRAP_ECOLI	4	1.83088235294118	0
16642	yraQ	FIG006303: protein yraQ	sp|P45468|YRAQ_ECOLI	4	2.2384105960264904	0
16643	yraR	Nucleoside-diphosphate-sugar epimerases		4	2.05747126436782	0
16644	yrbA	YrbA protein		4	1.9811320754717	0
16645	yrbC	Uncharacterized ABC transporter, auxiliary component YrbC		4	3.7478991596638704	0
16646	yrbD	Uncharacterized ABC transporter, periplasmic component YrbD		4	2.13946587537092	0
16647	yrbE	Uncharacterized ABC transporter, permease component YrbE		4	1.98724489795918	0
16648	yrbF	Uncharacterized ABC transporter, ATP-binding protein YrbF		4	1.5258666666666698	0
16649	yrbG	Inner membrane protein YrbG, predicted calcium/sodium:proton antiporter		4	1.17021276595745	1
16650	yrbK	Uncharacterized protein YrbK clustered with lipopolysaccharide transporters		4	2.47239263803681	0
16651	yrbL	Putative uncharacterized protein YrbL		4	0.626418388129182	1
16652	yrdA	carbonic anhydrase, family 3	sp|P0A9W9|YRDA_ECOLI	4	0.9735849056603773	0
16653	yrdB	FIG00640156: hypothetical protein		4	1.79012345679012	0
16654	yrdC	TsaC protein (YrdC domain) required for threonylcarbamoyladenosine t(6)A37 modification in tRNA		4	1.25078369905956	0
16655	yrfA	Type IV pilus biogenesis protein PilP		4	2.04347826086956	0
16656	yrfB	Type IV pilus biogenesis protein PilO		4	9.25	0
16657	yrfC	Type IV pilus biogenesis protein PilN		4	3.2	0
16658	yrfD	Type IV pilus biogenesis protein PilM		4	2.29347826086956	0
16659	yrfF	IgaA: a membrane protein that prevents overactivation of the Rcs regulatory system		4	1.35013784954707	0
16660	yrfG	FIG001957: putative hydrolase	sp|P64636|YRFG_ECOLI	4	3.88593155893536	0
16661	yrhA	Hypothetical protein yrhA	sp|P46856|YRHA_ECOLI	4	2.18918918918919	0
16662	yrhB	Hypothetical protein yrhB		4	2.07407407407407	0
16663	ysaB	Uncharacterized lipoprotein YsaB precursor		4	2.3953488372093	0
16664	ysdC	Maltose-6'-phosphate glucosidase (EC 3.2.1.122)		4	0.666666666666667	0
16665	ysgA	Putative carboxymethylenebutenolidase (EC 3.1.1.45)		4	1.19620253164557	0
16666	ytfA	FIG00640016: hypothetical protein		4	0.96875	0
16667	ytfB	Putative cell envelope opacity-associated protein A	sp|P39310|YTFB_ECOLI	4	1.54935622317597	0
16668	ytfE	Nitric oxide-dependent regulator DnrN or NorA		4	0.8450184501845021	0
16669	ytfF	Putative membrane protein		4	0.9631449631449632	0
16670	ytfG	NADPH:quinone oxidoreductase 2		4	2.8690476190476204	0
16671	ytfH	Redox-sensing transcriptional regulator QorR		4	2.34831460674157	0
16672	ytfI	FIG00639934: hypothetical protein		4	1.01834862385321	0
16673	ytfJ	Protein ytfJ precursor		4	0.701095461658842	0
16674	ytfK	FIG00614015: hypothetical protein		4	0.120619321342481	0
16675	ytfL	Putative membrane protein		4	2.0974930362117	0
16676	ytfM	Uncharacterized protein YtfM precursor		4	1.81782945736434	0
16677	ytfN	Uncharacterized protein YtfN		4	1.56382400869093	0
16678	ytfQ	Putative sugar ABC transport system, periplasmic binding protein YtfQ precursor		4	0.8662790697674421	0
16679	ytfR	Putative sugar ABC transport system, ATP-binding protein YtfR (EC 3.6.3.17)		4	1.31102362204724	0
16680	ytfT	Putative sugar ABC transport system, permease protein YtfT		4	2.5833333333333304	0
16681	ytjA	FIG01200701: possible membrane protein		4	0.241935483870968	0
16682	ytjB	Lipoate-protein ligase A		4	3.0989010989011003	0
16683	ytjC	Phosphoglycerate mutase (EC 5.4.2.1)		4	1.72185430463576	0
16684	yzcX	hypothetical protein		4	0.9891304347826092	0
16685	yzfA	UPF0131 protein YtfP		4	2.12364760432767	0
16686	yzgL	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)		4	0.8539325842696629	0
16687	zapA	Z-ring-associated protein ZapA	sp|P0ADS2|ZAPA_ECOLI;sp|C5A0I2|ZAPA_ECOBW;sp|B1XEJ6|ZAPA_ECODH	4	0.879538090886433	0
16688	zipA	Cell division protein ZipA	sp|P77173|ZIPA_ECOLI;sp|C4ZVU3|ZIPA_ECOBW;sp|B1XA83|ZIPA_ECODH	4	1.12298325722983	1
16689	zitB	Zinc transporter ZitB		4	2.41702127659574	0
16690	zntA	Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)		4	1.76754385964912	0
16691	zntR	HTH-type transcriptional regulator zntR		4	1.07608695652174	0
16692	znuB	Zinc ABC transporter, inner membrane permease protein ZnuB		4	2.23148148148148	0
16693	znuC	Zinc ABC transporter, ATP-binding protein ZnuC	sp|P0A9X1|ZNUC_ECOLI	4	2.5948275862069	0
16694	zraP	Zinc resistance-associated protein		4	2.2727272727272703	0
16695	zraR	Response regulator of zinc sigma-54-dependent two-component system		4	2.16326530612245	1
16696	zraS	Sensor protein of zinc sigma-54-dependent two-component system		4	0.903345724907063	0
16697	zupT	Uncharacterized protein ygiD		4	1.89516129032258	1
16698	zur	Zinc uptake regulation protein ZUR		4	2.71264367816092	0
16699	zwf	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)		4	2.2164556962025297	0
16700	aaeA	Membrane fusion component of tripartite multidrug resistance system		5	2.3968253968254	0
16701	aaeB	FUSARIC ACID RESISTANCE PROTEIN FUSB / FUSARIC ACID RESISTANCE PROTEIN FUSC		5	1.9673913043478304	0
16702	aaeR	LysR family transcriptional regulator QseA		5	2.0	0
16703	aas	2-acylglycerophosphoethanolamine acyltransferase (EC 2.3.1.40) / Acyl-[acyl-carrier-protein] synthetase (EC 6.2.1.20)		5	0.986666666666667	0
16704	aat	Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6)	sp|P00509|AAT_ECOLI	5	1.46153846153846	1
16705	abgA	Catalyzes the cleavage of p-aminobenzoyl-glutamate to p-aminobenzoate and glutamate, subunit A		5	1.8333333333333304	0
16706	abgB	Catalyzes the cleavage of p-aminobenzoyl-glutamate to p-aminobenzoate and glutamate, subunit B		5	2.16842105263158	0
16707	abgR	Regulatory protein (induces abgABT, used to catabolize p-aminobenzoyl-glutamate)		5	0.803324099722992	0
16708	abgT	Aminobenzoyl-glutamate transport protein		5	1.65873015873016	0
16709	abrB	Putative transport protein		5	1.7635135135135098	0
16710	accA	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)	sp|P0ABD5|ACCA_ECOLI;sp|C4ZRS7|ACCA_ECOBW;sp|B1XD54|ACCA_ECODH	5	2.24444444444444	0
16711	accB	Biotin carboxyl carrier protein of acetyl-CoA carboxylase		5	0.753535353535354	0
16712	accC	Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)	sp|P24182|ACCC_ECOLI	5	0.7980358667805291	0
16713	accD	Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)	sp|P0A9Q5|ACCD_ECOLI;sp|B1X927|ACCD_ECODH	5	1.07318181818182	0
16714	aceA	Isocitrate lyase (EC 4.1.3.1)	sp|P0A9G6|ACEA_ECOLI	5	1.8529411764705903	0
16715	aceB	Malate synthase (EC 2.3.3.9)		5	2.50310559006211	0
16716	aceE	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)		5	1.00289957567185	1
16717	aceF	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)		5	1.00142592328533	0
16718	aceK	Isocitrate dehydrogenase phosphatase (EC 2.7.11.5)/kinase (EC 3.1.3.-)		5	1.83941605839416	0
16719	ackA	Acetate kinase (EC 2.7.2.1)	sp|P0A6A3|ACKA_ECOLI	5	0.789408485599257	0
16720	acnA	Aconitate hydratase (EC 4.2.1.3) @ 2-methylisocitrate dehydratase (EC 4.2.1.99)	sp|P25516|ACNA_ECOLI	5	1.1845196959226	0
16721	acnB	Aconitate hydratase 2 (EC 4.2.1.3) @ 2-methylisocitrate dehydratase (EC 4.2.1.99)	sp|P36683|ACNB_ECOLI	5	0.984982242516489	0
16722	acpP	Acyl carrier protein		5	0.8769787941598521	0
16723	acpS	Holo-[acyl-carrier protein] synthase (EC 2.7.8.7)		5	1.28571428571429	0
16724	acpT	4'-phosphopantetheinyl transferase (EC 2.7.8.-)		5	1.01204819277108	0
16725	acrA	Membrane fusion protein of RND family multidrug efflux pump	sp|P0AE06|ACRA_ECOLI	5	1.56333676622039	0
16726	acrB	RND efflux system, inner membrane transporter CmeB	sp|P31224|ACRB_ECOLI	5	1.87457128858403	1
16727	acrD	RND efflux system, inner membrane transporter CmeB		5	1.93086419753086	0
16728	acrE	RND efflux system, membrane fusion protein CmeA		5	1.88495575221239	0
16729	acrF	RND efflux system, inner membrane transporter CmeB		5	1.94321766561514	0
16730	acrR	Transcription repressor of multidrug efflux pump acrAB operon, TetR (AcrR) family		5	1.55936675461741	0
16731	acs	Acetyl-coenzyme A synthetase (EC 6.2.1.1)		5	0.315469293163384	0
16732	actP	Acetate permease ActP (cation/acetate symporter)		5	0.9254237288135592	1
16733	ada	ADA regulatory protein / Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)		5	1.85106382978723	0
16734	add	Adenosine deaminase (EC 3.5.4.4)	sp|P22333|ADD_ECOLI;sp|C4ZY85|ADD_ECOBW;sp|B1XF88|ADD_ECODH	5	0.842911877394636	0
16735	ade	Adenine deaminase (EC 3.5.4.2)		5	1.80887372013652	0
16736	adhE	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	sp|P0A9Q7|ADHE_ECOLI	5	3.26137184115523	1
16737	adhP	Alcohol dehydrogenase (EC 1.1.1.1)		5	1.07006369426752	0
16738	adiA	Arginine decarboxylase, catabolic (EC 4.1.1.19)		5	1.96449704142012	0
16739	adiC	Arginine/agmatine antiporter		5	1.7142857142857095	0
16740	adiY	Transcriptional regulator of catabolic arginine decarboxylase (adiA)		5	1.5523809523809498	0
16741	adk	Adenylate kinase (EC 2.7.4.3)		5	0.5807017543859649	0
16742	aegA	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)		5	1.66984126984127	1
16743	aer	Aerotaxis sensor receptor protein		5	0.969437652811736	1
16744	aes	Acetyl esterase (EC 3.1.1.-)		5	1.8436018957346	0
16745	afuB	Iron(III)-transport system permease protein SfuB		5	1.57142857142857	0
16746	afuC	ABC transporter ATP-binding protein		5	1.7037037037037	0
16747	agaA	N-acetylgalactosamine-6-phosphate deacetylase (EC 3.5.1.25)		5	2.20792079207921	0
16748	agaB	PTS system, galactosamine-specific IIB component (EC 2.7.1.69)		5	2.2380952380952404	0
16749	agaC	PTS system, galactosamine-specific IIC component		5	1.40625	1
16750	agaD	PTS system, N-acetylgalactosamine-specific IID component (EC 2.7.1.69)		5	1.65625	0
16751	agaI	Galactosamine-6-phosphate isomerase (galactosamine-6-phosphate deaminase) (EC 5.3.1.-)		5	2.0	1
16752	agaR	Transcriptional repressor of aga operon		5	2.92006802721088	0
16753	agaS	Galactosamine-6-phosphate isomerase (EC 5.3.1.-)		5	1.5119999999999998	0
16754	agaV	PTS system, N-acetylgalactosamine-specific IIB component (EC 2.7.1.69)		5	1.5416666666666698	0
16755	agaW	PTS system, N-acetylgalactosamine-specific IIC component (EC 2.7.1.69)		5	2.14285714285714	0
16756	agp	Glucose-1-phosphatase (EC 3.1.3.10)		5	0.94130089899524	0
16757	ahpC	Alkyl hydroperoxide reductase protein C (EC 1.6.4.-)	sp|P0AE08|AHPC_ECOLI	5	0.501136686558681	0
16758	ahpF	Alkyl hydroperoxide reductase protein F (EC 1.6.4.-)	sp|P35340|AHPF_ECOLI	5	0.6450960566228511	0
16759	aidB	Acyl-CoA dehydrogenase (EC 1.3.8.7)		5	2.1724137931034497	0
16760	ais	Polymyxin resistance protein PmrG; Ais protein		5	0.8539325842696629	0
16761	alaS	Alanyl-tRNA synthetase (EC 6.1.1.7)		5	1.18415841584158	0
16762	alaU	tRNA-Ala-TGC		5	0.666666666666667	0
16763	alaU	tRNA-Ala-TGC		5	0.150943396226415	0
16764	alaU	tRNA-Ala-TGC		5	0.0	0
16765	alaW	tRNA-Ala-GGC		5	0.474452554744526	0
16766	alaW	tRNA-Ala-GGC		5	1.67307692307692	0
16767	aldA	Aldehyde dehydrogenase A (EC 1.2.1.22) / Glycolaldehyde dehydrogenase (EC 1.2.1.21)	sp|P25553|ALDA_ECOLI	5	0.873663101604278	1
16768	aldB	Aldehyde dehydrogenase (EC 1.2.1.3)		5	1.14232209737828	0
16769	alkA	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)		5	2.4432989690721603	0
16770	alkB	Alkylated DNA repair protein AlkB		5	1.30188679245283	0
16771	allA	Ureidoglycolate hydrolase (EC 3.5.3.19)		5	2.74025974025974	0
16772	allB	Allantoinase (EC 3.5.2.5)		5	1.5740740740740702	0
16773	allC	Allantoate amidohydrolase (EC 3.5.3.9)		5	1.5625	0
16774	allD	Ureidoglycolate dehydrogenase (EC 1.1.1.154)		5	1.38775510204082	0
16775	allR	Negative regulator of allantoin and glyoxylate utilization operons	sp|P0ACN4|ALLR_ECOLI	5	1.1558935361216698	0
16776	alr	Alanine racemase (EC 5.1.1.1) ## biosynthetic		5	0.9045698924731178	1
16777	alsA	D-allose ABC transporter, ATPase component		5	1.60240963855422	1
16778	alsB	D-allose ABC transporter, substrate-binding component		5	2.0	0
16779	alsC	D-allose ABC transporter, permease component		5	1.51948051948052	0
16780	alsE	D-allulose-6-phosphate 3-epimerase (EC 5.1.3.-)		5	1.8780487804878	0
16781	alsK	D-allose kinase (EC 2.7.1.55)		5	1.7350427350427402	0
16782	alx	Integral membrane protein TerC		5	1.25477707006369	0
16783	amiA	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)		5	0.795890410958904	0
16784	amiB	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)		5	1.47737909516381	0
16785	amiC	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)		5	1.17737789203085	0
